player_id,player_name,position,team_name,price,team_id,player_status,chance_of_playing,is_blank,is_double,is_home,opponent_encoded,opp_strength,difficulty,roll3_pts,roll5_pts,roll3_mins,pts_per_90,roll3_goals,roll3_assists,roll3_clean,roll3_bonus,roll3_threat,roll3_creativity,roll3_influence,roll3_saves,roll3_yellows,ewm3_pts,ewm5_pts,ewm3_mins,ewm3_goals,ewm3_assists,ewm3_threat,ewm3_creativity,games_played,home_ratio,price_change,gw_number,selected_pct,transfers_in_event,transfers_out_event,predicted_pts,pts_low,pts_high,pred_goals,pred_assists,pred_clean,pred_bonus,pts_from_components,p_plays_full,expected_pts,predicted_price_change,gw2_difficulty,gw2_opponent,gw2_opponent_id,gw2_home,gw3_difficulty,gw3_opponent,gw3_opponent_id,gw3_home,gw4_difficulty,gw4_opponent,gw4_opponent_id,gw4_home,gw5_difficulty,gw5_opponent,gw5_opponent_id,gw5_home,gw6_difficulty,gw6_opponent,gw6_opponent_id,gw6_home,avg_difficulty,blank_gws,double_gws,non_blank_gws,is_blank_next_gw,is_home_next_gw,momentum_score,fixture_trend,fixture_run_label,opp_scoring_bonus,adj_predicted_pts,cs_history_bonus,combined_score,value_score,captain_ev
11,Cristhian Mosquera,Defender,Arsenal,5.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,6.3,2482,3158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
12,Bukayo Saka,Midfielder,Arsenal,9.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,9.4,4106,1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
13,Declan Rice,Midfielder,Arsenal,7.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,18.0,3844,10550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
14,Eberechi Eze,Midfielder,Arsenal,6.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,2.1,557,4954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
15,Martin Ødegaard,Midfielder,Arsenal,6.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,8.3,16311,1822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
16,Noni Madueke,Midfielder,Arsenal,6.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.3,114,838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
17,Mikel Merino Zazón,Midfielder,Arsenal,6.0,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.7,261,1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
18,Gabriel Martinelli Silva,Midfielder,Arsenal,6.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.2,129,924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
19,Martín Zubimendi Ibáñez,Midfielder,Arsenal,5.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,1.2,157,1783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
20,Max Dowman,Midfielder,Arsenal,5.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.1,48,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
22,Ethan Nwaneri,Midfielder,Arsenal,5.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.0,7,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
23,Fábio Ferreira Vieira,Midfielder,Arsenal,5.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.0,8,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
24,Reiss Nelson,Midfielder,Arsenal,5.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.0,7,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
25,Viktor Gyökeres,Forward,Arsenal,7.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,8.9,715,23759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
26,Kai Havertz,Forward,Arsenal,7.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,5.6,17353,1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
27,Gabriel Fernando de Jesus,Forward,Arsenal,6.0,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.4,224,848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
31,Ezri Konsa Ngoyo,Defender,Arsenal,4.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,13.2,5905,22476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
452,Bruno Guimarães Rodriguez Moura,Midfielder,Arsenal,7.0,1,d,75,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,4.1,108,13415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
557,Christos Tzolis,Midfielder,Arsenal,6.5,1,a,100,False,False,0,212,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,25.2,22559,1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.4,Aston Villa,2,0,3.4,Chelsea,6,1,3.0,Sunderland,20,0,3.0,Brighton,5,0,2.6,Leeds,13,1,3.08,0,0,5,False,False,3.3,-0.2,🟡 Moderate,0.0,0.0,0.0,0.0,0.0,
28,Emiliano Martínez Romero,Goalkeeper,Aston Villa,5.0,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,4.4,1091,1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
29,Marco Bizot,Goalkeeper,Aston Villa,4.5,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.1,46,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
30,Lucas Digne,Defender,Aston Villa,4.5,2,u,0,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.1,0,799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
32,Matty Cash,Defender,Aston Villa,4.5,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,8.9,8316,1221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
33,Tyrone Mings,Defender,Aston Villa,4.5,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.4,805,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
34,Pau Torres,Defender,Aston Villa,4.5,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.5,498,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
35,Lamare Bogarde,Midfielder,Aston Villa,5.0,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.1,134,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
36,Ian Maatsen,Defender,Aston Villa,4.5,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.8,610,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
37,Victor Lindelöf,Defender,Aston Villa,4.5,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.3,431,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
38,Andrés García,Defender,Aston Villa,4.0,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,1.8,1060,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
39,Kosta Nedeljkovic,Defender,Aston Villa,4.0,2,u,0,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.3,0,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
41,Emiliano Buendía Stati,Midfielder,Aston Villa,6.0,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,1.4,476,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
44,Leon Bailey,Midfielder,Aston Villa,5.5,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.2,134,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
45,John McGinn,Midfielder,Aston Villa,5.5,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,3.3,898,687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
46,Ross Barkley,Midfielder,Aston Villa,5.0,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.2,221,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
47,Boubacar Kamara,Midfielder,Aston Villa,5.0,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.4,350,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
48,Amadou Onana,Midfielder,Aston Villa,5.0,2,i,0,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.0,25,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
49,Samuel Iling-Junior,Midfielder,Aston Villa,5.0,2,u,0,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
50,Bradley Burrowes,Midfielder,Aston Villa,4.5,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.7,446,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
51,George Hemmings,Midfielder,Aston Villa,4.5,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.7,275,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
52,Alysson Edward Franco da Rocha dos Santos,Midfielder,Aston Villa,5.0,2,a,100,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.0,52,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
53,Johan Manzambi,Midfielder,Aston Villa,6.0,2,i,0,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.3,34,994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
54,Joao Gomes,Midfielder,Aston Villa,5.5,2,i,0,False,False,1,411,1.0,4,,,,0,,,,,,,,,,,,,,,,,,,0,2,0.1,7,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.6,Arsenal,1,1,2.6,Hull City,11,0,3.0,Nott'm Forest,18,1,3.0,Spurs,19,0,3.0,Brentford,4,1,3.24,0,0,5,False,True,3.72,-0.28,🔴 Tough,0.0,0.0,0.0,0.0,0.0,
